Rank,Team,Games,W-L,Goals,Goals Allowed,Margin,Date,Academic Year
2,Denver (Big East),15,13-2,210,124,5.73,05/09/2015,2015.0
3,Syracuse (ACC),14,12-2,203,130,5.21,05/09/2015,2015.0
4,North Carolina (ACC),15,12-3,218,147,4.73,05/09/2015,2015.0
5,Richmond (SoCon),16,11-5,188,119,4.31,05/09/2015,2015.0
6,Notre Dame (ACC),13,11-2,175,119,4.31,05/09/2015,2015.0
7,Brown (Ivy League),16,12-4,228,162,4.13,05/09/2015,2015.0
8,Marist (MAAC),17,14-3,204,135,4.06,05/09/2015,2015.0
9,Maryland (Big Ten),16,13-3,163,106,3.56,05/09/2015,2015.0
10,Yale (Ivy League),16,11-5,182,130,3.25,05/09/2015,2015.0
11,Army West Point (Patriot),17,10-7,191,136,3.24,05/09/2015,2015.0
12,Saint Joseph's (NEC),17,11-6,182,130,3.06,05/09/2015,2015.0
13,Stony Brook (America East),18,13-5,250,196,3.00,05/09/2015,2015.0
14,Duke (ACC),18,12-6,257,208,2.72,05/09/2015,2015.0
15,Johns Hopkins (Big Ten),15,9-6,188,155,2.20,05/09/2015,2015.0
16,Fairfield (CAA),15,9-6,144,112,2.13,05/09/2015,2015.0
17,Virginia (ACC),14,10-4,174,146,2.00,05/09/2015,2015.0
18,Colgate (Patriot),15,10-5,157,131,1.73,05/09/2015,2015.0
19,Cornell (Ivy League),16,10-6,184,159,1.56,05/09/2015,2015.0
20,Hofstra (CAA),14,5-9,133,112,1.50,05/09/2015,2015.0
21,Navy (Patriot),14,9-5,137,120,1.21,05/09/2015,2015.0
22,Princeton (Ivy League),15,9-6,180,162,1.20,05/09/2015,2015.0
23,High Point (SoCon),17,10-7,184,166,1.06,05/09/2015,2015.0
24,Ohio St. (Big Ten),18,12-6,177,159,1.00,05/09/2015,2015.0
25,Air Force (ECAC),15,8-7,145,131,0.93,05/09/2015,2015.0
26,Loyola Maryland (Patriot),15,7-8,168,155,0.87,05/09/2015,2015.0
27,Towson (CAA),18,12-6,154,139,0.83,05/09/2015,2015.0
28,Georgetown (Big East),16,10-6,186,174,0.75,05/09/2015,2015.0
29,Boston U. (Patriot),14,6-8,150,140,0.71,05/09/2015,2015.0
30,Bellarmine (SoCon),12,4-8,119,116,0.25,05/09/2015,2015.0
31,Lehigh (Patriot),16,7-9,163,161,0.13,05/09/2015,2015.0
32,Rutgers (Big Ten),15,5-10,155,154,0.07,05/09/2015,2015.0
33,Bryant (NEC),18,8-10,149,148,0.06,05/09/2015,2015.0
34,Harvard (Ivy League),14,7-7,172,172,0.00,05/09/2015,2015.0
34,Binghamton (America East),13,4-9,140,140,0.00,05/09/2015,2015.0
36,Detroit Mercy (MAAC),14,8-6,139,143,-0.29,05/09/2015,2015.0
37,Marquette (Big East),16,10-6,163,168,-0.31,05/09/2015,2015.0
38,Bucknell (Patriot),15,9-6,144,149,-0.33,05/09/2015,2015.0
39,Penn St. (Big Ten),14,5-9,129,142,-0.93,05/09/2015,2015.0
39,Hobart (NEC),14,7-7,118,131,-0.93,05/09/2015,2015.0
41,Massachusetts (CAA),15,5-10,146,161,-1.00,05/09/2015,2015.0
41,Villanova (Big East),14,6-8,131,145,-1.00,05/09/2015,2015.0
41,Monmouth (MAAC),14,6-8,93,107,-1.00,05/09/2015,2015.0
44,Wagner (NEC),13,4-9,93,107,-1.08,05/09/2015,2015.0
45,Drexel (CAA),15,7-8,130,147,-1.13,05/09/2015,2015.0
46,Hartford (America East),15,7-8,147,166,-1.27,05/09/2015,2015.0
47,Mount St. Mary's (NEC),15,5-10,110,133,-1.53,05/09/2015,2015.0
48,UMBC (America East),13,5-8,111,131,-1.54,05/09/2015,2015.0
49,Delaware (CAA),15,5-10,136,160,-1.60,05/09/2015,2015.0
50,Penn (Ivy League),13,6-7,131,152,-1.62,05/09/2015,2015.0
51,Michigan (Big Ten),13,5-8,128,150,-1.69,05/09/2015,2015.0
52,Robert Morris (NEC),14,3-11,133,158,-1.79,05/09/2015,2015.0
53,Quinnipiac (MAAC),15,7-8,148,176,-1.87,05/09/2015,2015.0
54,Furman (SoCon),13,4-9,94,120,-2.00,05/09/2015,2015.0
55,Vermont (America East),16,6-10,194,228,-2.13,05/09/2015,2015.0
56,St. John's (NY) (Big East),14,3-11,138,168,-2.14,05/09/2015,2015.0
57,Siena (MAAC),14,5-9,130,162,-2.29,05/09/2015,2015.0
58,Mercer (SoCon),13,5-8,108,141,-2.54,05/09/2015,2015.0
59,Holy Cross (Patriot),13,6-7,120,154,-2.62,05/09/2015,2015.0
60,Providence (Big East),14,5-9,113,152,-2.79,05/09/2015,2015.0
61,Sacred Heart (NEC),13,6-7,112,152,-3.08,05/09/2015,2015.0
62,Canisius (MAAC),15,3-12,118,165,-3.13,05/09/2015,2015.0
63,Lafayette (Patriot),14,4-10,127,171,-3.14,05/09/2015,2015.0
64,Jacksonville (SoCon),12,4-8,109,148,-3.25,05/09/2015,2015.0
65,Dartmouth (Ivy League),13,5-8,114,161,-3.62,05/09/2015,2015.0
66,NJIT (Independent),12,0-12,54,159,-8.75,05/09/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,218,-9.60,05/09/2015,2015.0
68,VMI (SoCon),15,1-14,78,231,-10.20,05/09/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,207,-8.00,05/09/2015,2015.0
1,UAlbany (America East),17,15-2,296,166,7.65,05/06/2015,2015.0
2,Denver (Big East),15,13-2,210,124,5.73,05/06/2015,2015.0
3,Syracuse (ACC),14,12-2,203,130,5.21,05/06/2015,2015.0
4,North Carolina (ACC),15,12-3,218,147,4.73,05/06/2015,2015.0
5,Notre Dame (ACC),12,10-2,163,109,4.50,05/06/2015,2015.0
6,Richmond (SoCon),16,11-5,188,119,4.31,05/06/2015,2015.0
7,Brown (Ivy League),16,12-4,228,162,4.13,05/06/2015,2015.0
8,Marist (MAAC),17,14-3,204,135,4.06,05/06/2015,2015.0
9,Maryland (Big Ten),15,12-3,155,99,3.73,05/06/2015,2015.0
10,Yale (Ivy League),15,11-4,175,122,3.53,05/06/2015,2015.0
11,Army West Point (Patriot),17,10-7,191,136,3.24,05/06/2015,2015.0
12,Duke (ACC),17,12-5,246,192,3.18,05/06/2015,2015.0
13,Saint Joseph's (NEC),17,11-6,182,130,3.06,05/06/2015,2015.0
14,Stony Brook (America East),18,13-5,250,196,3.00,05/06/2015,2015.0
15,Cornell (Ivy League),15,10-5,174,140,2.27,05/06/2015,2015.0
16,Johns Hopkins (Big Ten),15,9-6,188,155,2.20,05/06/2015,2015.0
17,Fairfield (CAA),15,9-6,144,112,2.13,05/06/2015,2015.0
18,Virginia (ACC),14,10-4,174,146,2.00,05/06/2015,2015.0
19,Colgate (Patriot),15,10-5,157,131,1.73,05/06/2015,2015.0
20,Hofstra (CAA),14,5-9,133,112,1.50,05/06/2015,2015.0
21,Navy (Patriot),14,9-5,137,120,1.21,05/06/2015,2015.0
22,Princeton (Ivy League),15,9-6,180,162,1.20,05/06/2015,2015.0
23,High Point (SoCon),17,10-7,184,166,1.06,05/06/2015,2015.0
24,Towson (CAA),17,12-5,144,127,1.00,05/06/2015,2015.0
25,Air Force (ECAC),15,8-7,145,131,0.93,05/06/2015,2015.0
26,Loyola Maryland (Patriot),15,7-8,168,155,0.87,05/06/2015,2015.0
27,Ohio St. (Big Ten),17,11-6,161,148,0.76,05/06/2015,2015.0
28,Georgetown (Big East),16,10-6,186,174,0.75,05/06/2015,2015.0
29,Boston U. (Patriot),14,6-8,150,140,0.71,05/06/2015,2015.0
30,Bellarmine (SoCon),12,4-8,119,116,0.25,05/06/2015,2015.0
31,Lehigh (Patriot),16,7-9,163,161,0.13,05/06/2015,2015.0
32,Rutgers (Big Ten),15,5-10,155,154,0.07,05/06/2015,2015.0
33,Bryant (NEC),18,8-10,149,148,0.06,05/06/2015,2015.0
34,Harvard (Ivy League),14,7-7,172,172,0.00,05/06/2015,2015.0
34,Binghamton (America East),13,4-9,140,140,0.00,05/06/2015,2015.0
36,Detroit Mercy (MAAC),14,8-6,139,143,-0.29,05/06/2015,2015.0
37,Marquette (Big East),16,10-6,163,168,-0.31,05/06/2015,2015.0
38,Bucknell (Patriot),15,9-6,144,149,-0.33,05/06/2015,2015.0
39,Penn St. (Big Ten),14,5-9,129,142,-0.93,05/06/2015,2015.0
39,Hobart (NEC),14,7-7,118,131,-0.93,05/06/2015,2015.0
41,Massachusetts (CAA),15,5-10,146,161,-1.00,05/06/2015,2015.0
41,Villanova (Big East),14,6-8,131,145,-1.00,05/06/2015,2015.0
41,Monmouth (MAAC),14,6-8,93,107,-1.00,05/06/2015,2015.0
44,Wagner (NEC),13,4-9,93,107,-1.08,05/06/2015,2015.0
45,Drexel (CAA),15,7-8,130,147,-1.13,05/06/2015,2015.0
46,Hartford (America East),15,7-8,147,166,-1.27,05/06/2015,2015.0
47,Mount St. Mary's (NEC),15,5-10,110,133,-1.53,05/06/2015,2015.0
48,UMBC (America East),13,5-8,111,131,-1.54,05/06/2015,2015.0
49,Delaware (CAA),15,5-10,136,160,-1.60,05/06/2015,2015.0
50,Penn (Ivy League),13,6-7,131,152,-1.62,05/06/2015,2015.0
51,Michigan (Big Ten),13,5-8,128,150,-1.69,05/06/2015,2015.0
52,Robert Morris (NEC),14,3-11,133,158,-1.79,05/06/2015,2015.0
53,Quinnipiac (MAAC),15,7-8,148,176,-1.87,05/06/2015,2015.0
54,Furman (SoCon),13,4-9,94,120,-2.00,05/06/2015,2015.0
55,Vermont (America East),16,6-10,194,228,-2.13,05/06/2015,2015.0
56,St. John's (NY) (Big East),14,3-11,138,168,-2.14,05/06/2015,2015.0
57,Siena (MAAC),14,5-9,130,162,-2.29,05/06/2015,2015.0
58,Mercer (SoCon),13,5-8,108,141,-2.54,05/06/2015,2015.0
59,Holy Cross (Patriot),13,6-7,120,154,-2.62,05/06/2015,2015.0
60,Providence (Big East),14,5-9,113,152,-2.79,05/06/2015,2015.0
61,Sacred Heart (NEC),13,6-7,112,152,-3.08,05/06/2015,2015.0
62,Canisius (MAAC),15,3-12,118,165,-3.13,05/06/2015,2015.0
63,Lafayette (Patriot),14,4-10,127,171,-3.14,05/06/2015,2015.0
64,Jacksonville (SoCon),12,4-8,109,148,-3.25,05/06/2015,2015.0
65,Dartmouth (Ivy League),13,5-8,114,161,-3.62,05/06/2015,2015.0
66,NJIT (Independent),12,0-12,54,159,-8.75,05/06/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,218,-9.60,05/06/2015,2015.0
68,VMI (SoCon),15,1-14,78,231,-10.20,05/06/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,207,-8.00,05/06/2015,2015.0
1,UAlbany (America East),17,15-2,296,166,7.65,05/03/2015,2015.0
2,Denver (Big East),15,13-2,210,124,5.73,05/03/2015,2015.0
3,Syracuse (ACC),14,12-2,203,130,5.21,05/03/2015,2015.0
4,North Carolina (ACC),15,12-3,218,147,4.73,05/03/2015,2015.0
5,Notre Dame (ACC),12,10-2,163,109,4.50,05/03/2015,2015.0
6,Richmond (SoCon),16,11-5,188,119,4.31,05/03/2015,2015.0
7,Brown (Ivy League),16,12-4,228,162,4.13,05/03/2015,2015.0
8,Marist (MAAC),16,13-3,194,129,4.06,05/03/2015,2015.0
9,Maryland (Big Ten),15,12-3,155,99,3.73,05/03/2015,2015.0
10,Yale (Ivy League),15,11-4,175,122,3.53,05/03/2015,2015.0
11,Army West Point (Patriot),17,10-7,191,136,3.24,05/03/2015,2015.0
12,Duke (ACC),17,12-5,246,192,3.18,05/03/2015,2015.0
13,Saint Joseph's (NEC),17,11-6,182,130,3.06,05/03/2015,2015.0
14,Stony Brook (America East),18,13-5,250,196,3.00,05/03/2015,2015.0
15,Cornell (Ivy League),15,10-5,174,140,2.27,05/03/2015,2015.0
16,Johns Hopkins (Big Ten),15,9-6,188,155,2.20,05/03/2015,2015.0
17,Fairfield (CAA),15,9-6,144,112,2.13,05/03/2015,2015.0
18,Virginia (ACC),14,10-4,174,146,2.00,05/03/2015,2015.0
19,Colgate (Patriot),15,10-5,157,131,1.73,05/03/2015,2015.0
20,Hofstra (CAA),14,5-9,133,112,1.50,05/03/2015,2015.0
21,High Point (SoCon),16,10-6,176,156,1.25,05/03/2015,2015.0
22,Navy (Patriot),14,9-5,137,120,1.21,05/03/2015,2015.0
23,Princeton (Ivy League),15,9-6,180,162,1.20,05/03/2015,2015.0
24,Towson (CAA),16,11-5,134,119,0.94,05/03/2015,2015.0
25,Air Force (ECAC),15,8-7,145,131,0.93,05/03/2015,2015.0
26,Loyola Maryland (Patriot),15,7-8,168,155,0.87,05/03/2015,2015.0
27,Ohio St. (Big Ten),17,11-6,161,148,0.76,05/03/2015,2015.0
28,Georgetown (Big East),16,10-6,186,174,0.75,05/03/2015,2015.0
29,Boston U. (Patriot),14,6-8,150,140,0.71,05/03/2015,2015.0
30,Bryant (NEC),17,8-9,143,138,0.29,05/03/2015,2015.0
31,Bellarmine (SoCon),12,4-8,119,116,0.25,05/03/2015,2015.0
32,Lehigh (Patriot),16,7-9,163,161,0.13,05/03/2015,2015.0
33,Rutgers (Big Ten),15,5-10,155,154,0.07,05/03/2015,2015.0
34,Harvard (Ivy League),14,7-7,172,172,0.00,05/03/2015,2015.0
34,Binghamton (America East),13,4-9,140,140,0.00,05/03/2015,2015.0
36,Detroit Mercy (MAAC),14,8-6,139,143,-0.29,05/03/2015,2015.0
37,Marquette (Big East),16,10-6,163,168,-0.31,05/03/2015,2015.0
38,Bucknell (Patriot),15,9-6,144,149,-0.33,05/03/2015,2015.0
39,Penn St. (Big Ten),14,5-9,129,142,-0.93,05/03/2015,2015.0
39,Hobart (NEC),14,7-7,118,131,-0.93,05/03/2015,2015.0
41,Massachusetts (CAA),15,5-10,146,161,-1.00,05/03/2015,2015.0
41,Villanova (Big East),14,6-8,131,145,-1.00,05/03/2015,2015.0
41,Monmouth (MAAC),14,6-8,93,107,-1.00,05/03/2015,2015.0
44,Wagner (NEC),13,4-9,93,107,-1.08,05/03/2015,2015.0
45,Drexel (CAA),15,7-8,130,147,-1.13,05/03/2015,2015.0
46,Hartford (America East),15,7-8,147,166,-1.27,05/03/2015,2015.0
47,Mount St. Mary's (NEC),15,5-10,110,133,-1.53,05/03/2015,2015.0
48,UMBC (America East),13,5-8,111,131,-1.54,05/03/2015,2015.0
49,Delaware (CAA),15,5-10,136,160,-1.60,05/03/2015,2015.0
50,Penn (Ivy League),13,6-7,131,152,-1.62,05/03/2015,2015.0
51,Michigan (Big Ten),13,5-8,128,150,-1.69,05/03/2015,2015.0
52,Robert Morris (NEC),14,3-11,133,158,-1.79,05/03/2015,2015.0
53,Quinnipiac (MAAC),15,7-8,148,176,-1.87,05/03/2015,2015.0
54,Furman (SoCon),13,4-9,94,120,-2.00,05/03/2015,2015.0
55,Vermont (America East),16,6-10,194,228,-2.13,05/03/2015,2015.0
56,St. John's (NY) (Big East),14,3-11,138,168,-2.14,05/03/2015,2015.0
57,Siena (MAAC),14,5-9,130,162,-2.29,05/03/2015,2015.0
58,Mercer (SoCon),13,5-8,108,141,-2.54,05/03/2015,2015.0
59,Holy Cross (Patriot),13,6-7,120,154,-2.62,05/03/2015,2015.0
60,Providence (Big East),14,5-9,113,152,-2.79,05/03/2015,2015.0
61,Sacred Heart (NEC),13,6-7,112,152,-3.08,05/03/2015,2015.0
62,Canisius (MAAC),15,3-12,118,165,-3.13,05/03/2015,2015.0
63,Lafayette (Patriot),14,4-10,127,171,-3.14,05/03/2015,2015.0
64,Jacksonville (SoCon),12,4-8,109,148,-3.25,05/03/2015,2015.0
65,Dartmouth (Ivy League),13,5-8,114,161,-3.62,05/03/2015,2015.0
66,NJIT (Independent),12,0-12,54,159,-8.75,05/03/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,218,-9.60,05/03/2015,2015.0
68,VMI (SoCon),15,1-14,78,231,-10.20,05/03/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,207,-8.00,05/03/2015,2015.0
1,UAlbany (America East),17,15-2,296,166,7.65,05/02/2015,2015.0
2,Denver (Big East),15,13-2,210,124,5.73,05/02/2015,2015.0
3,Syracuse (ACC),14,12-2,203,130,5.21,05/02/2015,2015.0
4,North Carolina (ACC),15,12-3,218,147,4.73,05/02/2015,2015.0
5,Notre Dame (ACC),12,10-2,163,109,4.50,05/02/2015,2015.0
6,Richmond (SoCon),16,11-5,188,119,4.31,05/02/2015,2015.0
7,Brown (Ivy League),16,12-4,228,162,4.13,05/02/2015,2015.0
8,Marist (MAAC),16,13-3,194,129,4.06,05/02/2015,2015.0
9,Maryland (Big Ten),15,12-3,155,99,3.73,05/02/2015,2015.0
10,Yale (Ivy League),14,10-4,164,112,3.71,05/02/2015,2015.0
11,Army West Point (Patriot),17,10-7,191,136,3.24,05/02/2015,2015.0
12,Saint Joseph's (NEC),17,11-6,182,130,3.06,05/02/2015,2015.0
13,Stony Brook (America East),18,13-5,250,196,3.00,05/02/2015,2015.0
13,Duke (ACC),16,11-5,233,185,3.00,05/02/2015,2015.0
15,Cornell (Ivy League),15,10-5,174,140,2.27,05/02/2015,2015.0
16,Johns Hopkins (Big Ten),15,9-6,188,155,2.20,05/02/2015,2015.0
17,Fairfield (CAA),15,9-6,144,112,2.13,05/02/2015,2015.0
18,Virginia (ACC),14,10-4,174,146,2.00,05/02/2015,2015.0
19,Colgate (Patriot),15,10-5,157,131,1.73,05/02/2015,2015.0
20,Hofstra (CAA),14,5-9,133,112,1.50,05/02/2015,2015.0
21,Princeton (Ivy League),14,9-5,170,151,1.36,05/02/2015,2015.0
22,High Point (SoCon),16,10-6,176,156,1.25,05/02/2015,2015.0
23,Boston U. (Patriot),13,6-7,143,127,1.23,05/02/2015,2015.0
24,Navy (Patriot),14,9-5,137,120,1.21,05/02/2015,2015.0
25,Towson (CAA),16,11-5,134,119,0.94,05/02/2015,2015.0
26,Air Force (ECAC),15,8-7,145,131,0.93,05/02/2015,2015.0
27,Loyola Maryland (Patriot),15,7-8,168,155,0.87,05/02/2015,2015.0
28,Ohio St. (Big Ten),17,11-6,161,148,0.76,05/02/2015,2015.0
29,Georgetown (Big East),16,10-6,186,174,0.75,05/02/2015,2015.0
30,Bryant (NEC),17,8-9,143,138,0.29,05/02/2015,2015.0
31,Bellarmine (SoCon),12,4-8,119,116,0.25,05/02/2015,2015.0
32,Lehigh (Patriot),16,7-9,163,161,0.13,05/02/2015,2015.0
33,Rutgers (Big Ten),15,5-10,155,154,0.07,05/02/2015,2015.0
34,Harvard (Ivy League),14,7-7,172,172,0.00,05/02/2015,2015.0
34,Binghamton (America East),13,4-9,140,140,0.00,05/02/2015,2015.0
36,Detroit Mercy (MAAC),14,8-6,139,143,-0.29,05/02/2015,2015.0
37,Marquette (Big East),16,10-6,163,168,-0.31,05/02/2015,2015.0
38,Bucknell (Patriot),15,9-6,144,149,-0.33,05/02/2015,2015.0
39,Penn St. (Big Ten),14,5-9,129,142,-0.93,05/02/2015,2015.0
39,Hobart (NEC),14,7-7,118,131,-0.93,05/02/2015,2015.0
41,Massachusetts (CAA),15,5-10,146,161,-1.00,05/02/2015,2015.0
41,Villanova (Big East),14,6-8,131,145,-1.00,05/02/2015,2015.0
41,Monmouth (MAAC),14,6-8,93,107,-1.00,05/02/2015,2015.0
44,Wagner (NEC),13,4-9,93,107,-1.08,05/02/2015,2015.0
45,Drexel (CAA),15,7-8,130,147,-1.13,05/02/2015,2015.0
46,Hartford (America East),15,7-8,147,166,-1.27,05/02/2015,2015.0
47,Mount St. Mary's (NEC),15,5-10,110,133,-1.53,05/02/2015,2015.0
48,UMBC (America East),13,5-8,111,131,-1.54,05/02/2015,2015.0
49,Delaware (CAA),15,5-10,136,160,-1.60,05/02/2015,2015.0
50,Penn (Ivy League),13,6-7,131,152,-1.62,05/02/2015,2015.0
51,Michigan (Big Ten),13,5-8,128,150,-1.69,05/02/2015,2015.0
52,Robert Morris (NEC),14,3-11,133,158,-1.79,05/02/2015,2015.0
53,Quinnipiac (MAAC),15,7-8,148,176,-1.87,05/02/2015,2015.0
54,Furman (SoCon),13,4-9,94,120,-2.00,05/02/2015,2015.0
55,Vermont (America East),16,6-10,194,228,-2.13,05/02/2015,2015.0
56,St. John's (NY) (Big East),14,3-11,138,168,-2.14,05/02/2015,2015.0
57,Siena (MAAC),14,5-9,130,162,-2.29,05/02/2015,2015.0
58,Mercer (SoCon),13,5-8,108,141,-2.54,05/02/2015,2015.0
59,Holy Cross (Patriot),13,6-7,120,154,-2.62,05/02/2015,2015.0
60,Providence (Big East),14,5-9,113,152,-2.79,05/02/2015,2015.0
61,Sacred Heart (NEC),13,6-7,112,152,-3.08,05/02/2015,2015.0
62,Canisius (MAAC),15,3-12,118,165,-3.13,05/02/2015,2015.0
63,Lafayette (Patriot),14,4-10,127,171,-3.14,05/02/2015,2015.0
64,Jacksonville (SoCon),12,4-8,109,148,-3.25,05/02/2015,2015.0
65,Dartmouth (Ivy League),13,5-8,114,161,-3.62,05/02/2015,2015.0
66,NJIT (Independent),12,0-12,54,159,-8.75,05/02/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,218,-9.60,05/02/2015,2015.0
68,VMI (SoCon),15,1-14,78,231,-10.20,05/02/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,207,-8.00,05/02/2015,2015.0
1,UAlbany (America East),16,14-2,274,157,7.31,05/01/2015,2015.0
2,Denver (Big East),14,12-2,194,116,5.57,05/01/2015,2015.0
3,Syracuse (ACC),13,11-2,194,123,5.46,05/01/2015,2015.0
4,North Carolina (ACC),15,12-3,218,147,4.73,05/01/2015,2015.0
5,Richmond (SoCon),15,11-4,180,110,4.67,05/01/2015,2015.0
6,Marist (MAAC),15,12-3,178,115,4.20,05/01/2015,2015.0
7,Brown (Ivy League),16,12-4,228,162,4.13,05/01/2015,2015.0
8,Notre Dame (ACC),11,9-2,146,101,4.09,05/01/2015,2015.0
9,Army West Point (Patriot),16,10-6,183,119,4.00,05/01/2015,2015.0
10,Stony Brook (America East),17,13-4,241,174,3.94,05/01/2015,2015.0
11,Maryland (Big Ten),15,12-3,155,99,3.73,05/01/2015,2015.0
12,Yale (Ivy League),14,10-4,164,112,3.71,05/01/2015,2015.0
13,Saint Joseph's (NEC),16,11-5,176,120,3.50,05/01/2015,2015.0
14,Duke (ACC),16,11-5,233,185,3.00,05/01/2015,2015.0
15,Cornell (Ivy League),15,10-5,174,140,2.27,05/01/2015,2015.0
16,Fairfield (CAA),15,9-6,144,112,2.13,05/01/2015,2015.0
17,Virginia (ACC),14,10-4,174,146,2.00,05/01/2015,2015.0
17,Colgate (Patriot),14,10-4,150,122,2.00,05/01/2015,2015.0
19,Johns Hopkins (Big Ten),14,8-6,175,149,1.86,05/01/2015,2015.0
20,Hofstra (CAA),14,5-9,133,112,1.50,05/01/2015,2015.0
21,Princeton (Ivy League),14,9-5,170,151,1.36,05/01/2015,2015.0
22,Georgetown (Big East),15,10-5,178,158,1.33,05/01/2015,2015.0
23,High Point (SoCon),15,9-6,167,148,1.27,05/01/2015,2015.0
24,Ohio St. (Big Ten),16,11-5,155,135,1.25,05/01/2015,2015.0
25,Boston U. (Patriot),13,6-7,143,127,1.23,05/01/2015,2015.0
25,Navy (Patriot),13,8-5,128,112,1.23,05/01/2015,2015.0
27,Air Force (ECAC),14,8-6,137,122,1.07,05/01/2015,2015.0
28,Towson (CAA),15,10-5,125,111,0.93,05/01/2015,2015.0
29,Loyola Maryland (Patriot),15,7-8,168,155,0.87,05/01/2015,2015.0
30,Bellarmine (SoCon),12,4-8,119,116,0.25,05/01/2015,2015.0
31,Lehigh (Patriot),16,7-9,163,161,0.13,05/01/2015,2015.0
32,Rutgers (Big Ten),15,5-10,155,154,0.07,05/01/2015,2015.0
33,Bryant (NEC),16,7-9,133,132,0.06,05/01/2015,2015.0
34,Harvard (Ivy League),14,7-7,172,172,0.00,05/01/2015,2015.0
34,Binghamton (America East),13,4-9,140,140,0.00,05/01/2015,2015.0
36,Detroit Mercy (MAAC),14,8-6,139,143,-0.29,05/01/2015,2015.0
37,Marquette (Big East),16,10-6,163,168,-0.31,05/01/2015,2015.0
38,Bucknell (Patriot),15,9-6,144,149,-0.33,05/01/2015,2015.0
39,Penn St. (Big Ten),14,5-9,129,142,-0.93,05/01/2015,2015.0
39,Hobart (NEC),14,7-7,118,131,-0.93,05/01/2015,2015.0
41,Massachusetts (CAA),14,5-9,138,152,-1.00,05/01/2015,2015.0
41,Villanova (Big East),14,6-8,131,145,-1.00,05/01/2015,2015.0
41,Monmouth (MAAC),14,6-8,93,107,-1.00,05/01/2015,2015.0
44,Wagner (NEC),13,4-9,93,107,-1.08,05/01/2015,2015.0
45,Drexel (CAA),15,7-8,130,147,-1.13,05/01/2015,2015.0
46,Hartford (America East),15,7-8,147,166,-1.27,05/01/2015,2015.0
47,Mount St. Mary's (NEC),15,5-10,110,133,-1.53,05/01/2015,2015.0
48,UMBC (America East),13,5-8,111,131,-1.54,05/01/2015,2015.0
49,Delaware (CAA),15,5-10,136,160,-1.60,05/01/2015,2015.0
50,Penn (Ivy League),13,6-7,131,152,-1.62,05/01/2015,2015.0
51,Michigan (Big Ten),13,5-8,128,150,-1.69,05/01/2015,2015.0
52,Robert Morris (NEC),14,3-11,133,158,-1.79,05/01/2015,2015.0
53,Quinnipiac (MAAC),14,7-7,134,160,-1.86,05/01/2015,2015.0
54,Furman (SoCon),13,4-9,94,120,-2.00,05/01/2015,2015.0
55,Vermont (America East),16,6-10,194,228,-2.13,05/01/2015,2015.0
56,St. John's (NY) (Big East),14,3-11,138,168,-2.14,05/01/2015,2015.0
57,Siena (MAAC),14,5-9,130,162,-2.29,05/01/2015,2015.0
58,Mercer (SoCon),13,5-8,108,141,-2.54,05/01/2015,2015.0
59,Holy Cross (Patriot),13,6-7,120,154,-2.62,05/01/2015,2015.0
60,Providence (Big East),14,5-9,113,152,-2.79,05/01/2015,2015.0
61,Sacred Heart (NEC),13,6-7,112,152,-3.08,05/01/2015,2015.0
62,Canisius (MAAC),15,3-12,118,165,-3.13,05/01/2015,2015.0
63,Lafayette (Patriot),14,4-10,127,171,-3.14,05/01/2015,2015.0
64,Jacksonville (SoCon),12,4-8,109,148,-3.25,05/01/2015,2015.0
65,Dartmouth (Ivy League),13,5-8,114,161,-3.62,05/01/2015,2015.0
66,NJIT (Independent),12,0-12,54,159,-8.75,05/01/2015,2015.0
67,Manhattan (MAAC),15,1-14,74,218,-9.60,05/01/2015,2015.0
68,VMI (SoCon),15,1-14,78,231,-10.20,05/01/2015,2015.0
-,UMass Lowell (America East),14,1-13,95,207,-8.00,05/01/2015,2015.0
1,UAlbany (America East),16,14-2,274,157,7.31,04/30/2015,2015.0
2,Denver (Big East),14,12-2,194,116,5.57,04/30/2015,2015.0
3,Syracuse (ACC),13,11-2,194,123,5.46,04/30/2015,2015.0
4,North Carolina (ACC),15,12-3,218,147,4.73,04/30/2015,2015.0
5,Brown (Ivy League),15,12-3,222,152,4.67,04/30/2015,2015.0
5,Richmond (SoCon),15,11-4,180,110,4.67,04/30/2015,2015.0
7,Marist (MAAC),15,12-3,178,115,4.20,04/30/2015,2015.0
8,Notre Dame (ACC),11,9-2,146,101,4.09,04/30/2015,2015.0
9,Army West Point (Patriot),16,10-6,183,119,4.00,04/30/2015,2015.0
10,Stony Brook (America East),17,13-4,241,174,3.94,04/30/2015,2015.0
11,Maryland (Big Ten),15,12-3,155,99,3.73,04/30/2015,2015.0
12,Yale (Ivy League),13,9-4,154,106,3.69,04/30/2015,2015.0
13,Saint Joseph's (NEC),16,11-5,176,120,3.50,04/30/2015,2015.0
14,Duke (ACC),16,11-5,233,185,3.00,04/30/2015,2015.0
15,Cornell (Ivy League),14,10-4,167,129,2.71,04/30/2015,2015.0
